title,uuid,tags,links,last_mod_dt,word_count
B-The Way It Is,['202103221629'],"['#book', '#poetry', '#ENGL473']","['[[202103221629]]', '[[202012212010]]', '[[202103072028]]', '[[202103221644]]', '[[202103221658]]', '[[202103231537]]', '[[202103221716]]', '[[202103221735]]', '[[202103221745]]', '[[202103221807]]', '[[202103222006]]', '[[202103231533]]', '[[202103251527]]', '[[202103251530]]']",Sun Feb 12 08:11:16 2023,380
Get curious about people,['202002280552'],['#conversation-skills'],"['[[202012071143]]', '[[202212231029]]', '[[202002280552]]']",Fri Dec 23 10:39:33 2022,81
Heat flow,['201812041541'],['#science'],"['[[201812041541]]', '[[201811281633]]', '[[201812170939]]']",Thu Mar 25 07:28:39 2021,250
Idea Index,['202007050655'],"['#writing', '#skill']","['[[202007050655]]', '[[202003231432]]', '[[201901211137]]', '[[202203290856]]', '[[202203301824]]', '[[202007061114]]', '[[202007061114]]', '[[202204251523]]', '[[202007061114]]', '[[202103260846]]']",Fri Feb 03 09:09:29 2023,304
Uncluttered thought networks,['201904041120'],"['#zen,', '#mind-science']","['[[201903191719]]', '[[201904041120]]']",Sun Dec 04 08:09:57 2022,63
Video Of File Transclusion Process,['202106160745'],"['#video', '#forum-post']","['[[202106160745]]', '[[202206012116]]']",Wed Jun 01 21:31:39 2022,966
BO-Always train in the 3 basic elements,['201903220513'],['#slogans'],"['[[201902280602]]', '[[201903040448]]', '[[201903160423]]', '[[201904260449]]', '[[201903050446]]', '[[201904080510]]', '[[201904090608]]', '[[201904110510]]', '[[201903220513]]']",Sun May 10 15:20:43 2020,479
"Population, Cultural, and Seed Dispersion",['202207130857'],[],"['[[202207130857]]', '[[202212282101]]', '[[202207101428]]', '[[202208082101]]', '[[202207112037]]']",Wed Jan 04 19:59:33 2023,141
Telescoping,['202001102032'],"['#ENGL393,', '#writing', '#skill']","['[[202001102032]]', '[[201912270640]]', '[[201911251103]]']",Wed Aug 19 06:48:38 2020,59
First Sentence Of A Zettel Should Be A Description,['202008111637'],"['#forum-post', '#note-taking', '#zettelkasting']","['[[202008111637]]', '[[202008111645]]']",Thu Dec 01 09:10:49 2022,110
Large Data Sets,['201812250852'],[],"['[[201812250852]]', '[[202109220720]]', '[[201811281633]]', '[[201811250734]]', '[[201901240530]]', '[[201912121936]]']",Sat Dec 25 08:01:48 2021,63
,['202110171649'],['#book'],"['[[202110171649]]', '[[202007231042]]', '[[202006191522]]', '[[202001161029]]', '[[202002080746]]', '[[202110010828]]', '[[202110010828]]', '[[202207231714]]']",Thu Dec 08 08:09:10 2022,433
Stimulating imagination 2,['201901211418'],['#zettelkasting'],"['[[201901211418]]', '[[201901151724]]']",Fri Oct 01 05:47:38 2021,172
B-Of walking in ice,['202004211222'],"['#writing', '#wild-at-heart', '#sauntering-essay', '#book']","['[[202004211222]]', '[[202002141244]]']",Wed May 18 20:20:59 2022,336
Pythagorean secret mantra for focus,['202110032117'],"['#thinking', '#skill', '#workflow', '#reading-strategies', '#beautiful-language', '#Comment_13139']","['[[202110032117]]', '[[202112221417]]', '[[202211062043]]', '[[202301092043]]']",Tue Jan 17 16:28:48 2023,292
Quietude,['202012151743'],"['#blog-post', '#31by31']","['[[202012151743]]', '[[201905311044]]', '[[202207231714]]']",Sun Mar 12 09:15:31 2023,353
Seeing into Nature,['201907062014'],['#zen'],"['[[201907062014]]', '[[201901040617]]']",Sat Nov 12 06:12:49 2022,186
"BO-Observe, no matter what",['201904110510'],['#slogans'],"['[[202106160520]]', '[[201903110656]]', '[[201903270458]]', '[[201904030514]]', '[[201904210547]]', '[[201904200542]]', '[[201903220513]]', '[[201903160423]]', '[[201903140603]]', '[[201904120530]]', '[[201904160516]]', '[[201904110510]]']",Tue Nov 30 20:13:49 2021,493
Tomatoes,['202303062008'],"['#ENGL501', '#poetry']","['[[202303062008]]', '[[202301290800]]']",Wed Mar 08 19:59:33 2023,380
Interbeing - Freedom Of Thought,['202007261534'],[],"['[[202007261534]]', '[[202106080825]]', '[[202007050647]]', '[[202005111752]]', '[[202007261507]]', '[[202007202019]]']",Tue Jul 26 06:56:22 2022,204
Euphonious dichotomy,['201901031022'],"['#mental-models,', '#definition', '#literary-device']","['[[201901031022]]', '[[202011052046]]', '[[201812271440]]', '[[202012260606]]']",Tue Apr 12 07:55:24 2022,53
Experience carry lessons,['201812151112'],['#thinking-skills'],"['[[201812151112]]', '[[201811101942]]']",Fri Jun 17 09:24:22 2022,74
Basal ganglia's dependence on dopamine,['202207071958'],"['#article', '#PD', '#medical', '#science']","['[[202207071958]]', '[[201901041216]]', '[[202212102008]]']",Sun Dec 11 07:47:55 2022,244
Affordance,['201903041559'],"['#thinking-skills,', '#definition']","['[[201903041559]]', '[[201903011645]]', '[[202012231002]]', '[[202210271458]]']",Sat Oct 29 21:52:11 2022,121
B-The Innovators,['201912281102'],['#book'],"['[[202001210857]]', '[[202106230626]]', '[[201912281102]]']",Wed Nov 23 06:24:24 2022,145
Ambient Belonging,['202203181925'],"['#mind-science', '#cognition', '#pedagogy', '#definition', '#definition']","['[[202203181925]]', '[[202204010746]]', '[[202209141633]]', '[[202203181638]]', '[[202105130822]]', '[[202203232009]]']",Sat Oct 15 20:31:03 2022,256
"Phaedrus, One Of Plato’s Dialogues",['202101091450'],['#writing'],"['[[202101091450]]', '[[202101080816]]', '[[201811111610]]']",Sun Jan 09 08:31:14 2022,267
Remain without thinking,['201902180539'],['#dzogchen'],"['[[201902180539]]', '[[201901301240]]']",Sun May 03 15:30:29 2020,71
The Last Time Meditation,['202203131134'],['#dzogchen'],"['[[202203131134]]', '[[202206170814]]', '[[202011300556]]']",Sat Jun 18 20:31:46 2022,224
Child of Illusion,['201901250521'],['#lojong'],"['[[201901250521]]', '[[201901200707]]']",Mon Jan 25 07:30:49 2021,71
Do What Needs Doing,['202208061336'],"['#stoicism', '#superpower']","['[[202208061336]]', '[[202207261931]]', '[[201903270458]]', '[[201902251039]]', '[[201905140827]]', '[[202208061553]]', '[[202207311543]]', '[[202207161553]]']",Sun Aug 07 09:47:45 2022,200
Essential Substance,['201904271120'],['#zen'],"['[[201905061157]]', '[[201903301312]]', '[[201904301017]]', '[[201904271127]]', '[[201904271120]]']",Fri Feb 10 08:01:51 2023,95
Ecology Of X,['202008152030'],[],"['[[202008152030]]', '[[202007201826]]']",Sat Sep 11 06:53:04 2021,85
Mesostic Form Of Poetry,['202110171711'],['#poetry'],['[[202110171711]]'],Wed Nov 09 08:32:30 2022,163
You can't abandon what you don't know,['202105100518'],['#mindfulness'],"['[[202105100518]]', '[[202012260606]]']",Tue May 10 09:16:59 2022,92
"C-ENGL473 February 25, 2021",['202102231757'],"['#ENGL473', '#done']","['[[202102231757]]', '[[202012212010]]', '[[202102140705]]', '[[202102181719]]', '[[202102231751]]', '[[202101081944]]', '[[202105131659]]']",Wed Jul 13 08:51:03 2022,500
Mere Exposure Effect - Biases & Heuristics,['202210072107'],['#mental-models'],"['[[202210072107]]', '[[202210072027]]', '[[202001102044]]', '[[202107141541]]', '[[201912270640]]', '[[202107141541]]', '[[202011030917]]']",Sun Oct 09 11:12:04 2022,293
Diversions,['201906031401'],[],"['[[202211170835]]', '[[201906031401]]']",Thu Nov 17 08:35:43 2022,78
Paradox,['202002071108'],[],"['[[202002071108]]', '[[201811300736]]', '[[202006110832]]']",Mon Feb 07 07:55:38 2022,86
JAMM328 Profile Nut Graph,['202202241752'],"['#JAMM328', '#marked2']","['[[202202241752]]', '[[202202190808]]', '[[202202081751]]']",Thu Jan 26 09:20:01 2023,129
Prototype for the New Mnemonic Medium,['202206241636'],"['#project', '#personal-productivity', '#metaphor']","['[[202206241636]]', '[[202206251631]]', '[[202108020730]]', '[[202108081059]]', '[[202206190653]]', '[[202206190653]]', '[[202206141154]]', '[[202206252151]]', '[[202206132144]]', '[[202110021647]]']",Sat Dec 24 17:20:22 2022,645
Function For Appending Text To A File,['202109260656'],['#python'],"['[[202109260656]]', '[[202207301452]]', '[[202208010848]]', '[[202208010846]]']",Wed Feb 15 09:05:52 2023,699
How Evergreen Notes Are Different From Zettel,['202009100604'],"['#zettelkasting', '#note-taking']","['[[202009100604]]', '[[202109212027]]', '[[202101091515]]', '[[202005030743]]', '[[202008220529]]', '[[202005020537]]', '[[202006071522]]', '[[202008300656]]', '[[202103190554]]', '[[202009100832]]', '[[202005030743]]', '[[202004281955]]', '[[202004202105]]', '[[202008111359]]', '[[202101141638]]', '[[202008230728]]', '[[202102050746]]', '[[202009100832]]']",Thu Feb 16 07:54:58 2023,410
Ganhwa Seon,['201906131609'],['#zen'],"['[[201907120718]]', '[[201906131609]]']",Thu Dec 15 08:19:05 2022,68
,['202201301139'],"['#coding', '#python', '#string']","['[[202201301139]]', '[[202201212009]]', '[[202201180828]]', '[[202004020722]]', '[[202208010848]]']",Fri Feb 03 09:09:30 2023,64
Politicians and scientists,['202001101656'],"['#ENGL393,', '#writing']","['[[202001101656]]', '[[202001091715]]', '[[201901031148]]', '[[201901070606]]']",Sun May 03 15:30:25 2020,119
Slava Akhmechet On Reading In Clusters,['202109200659'],['#reading-strategies'],"['[[202109200659]]', '[[202207031547]]', '[[202302080608]]']",Wed Feb 08 07:58:18 2023,143
Emulating Switch Statements With Dictionary,['202203170809'],"['#coding', '#python']","['[[202203170809]]', '[[202207301507]]']",Mon Nov 21 06:11:26 2022,231
"Move yourself, move your mind",['201904241401'],[],['[[201904241401]]'],Mon Jan 09 18:02:34 2023,82
Interbeing - Right Livelihood,['202007261529'],[],"['[[202007261529]]', '[[202007050647]]', '[[202005111752]]', '[[202007261507]]', '[[202007202019]]', '[[202009220805]]']",Tue Apr 20 10:18:02 2021,152
B-New World New Mind,['202001082035'],"['#book,', '#mind-science']","['[[202001082043]]', '[[201912151753]]', '[[202001090813]]', '[[202001082107]]', '[[202001090804]]', '[[202001090813]]', '[[202103082053]]', '[[202001091639]]', '[[202001091700]]', '[[202001091715]]', '[[202001101514]]', '[[202001101530]]', '[[202001101539]]', '[[202001101552]]', '[[202001101606]]', '[[202001101624]]', '[[202001101656]]', '[[202001141911]]', '[[202001141918]]', '[[202001191055]]', '[[202001191108]]', '[[202007241516]]', '[[202001082035]]', '[[201911232037]]', '[[201910281639]]', '[[201901021303]]']",Sun Jul 24 06:40:53 2022,442
Get To The Point In Conversations,['202110301948'],['#conversation-skills'],"['[[202110301948]]', '[[202012092105]]', '[[202012261545]]', '[[202105130804]]']",Sun Oct 30 08:21:15 2022,84
Note Link Types,['202011271615'],[],"['[[202011271615]]', '[[202008300705]]']",Mon Nov 30 10:23:59 2020,58
"C-JAMM328 April 19, 2022",['202204191737'],"['#JAMM328', '#writing']","['[[202204191737]]', '[[202012261545]]', '[[202105130804]]']",Thu Apr 21 10:52:41 2022,188
B-Breaking Smart,['202106141956'],"['#book', '#beautiful-language']","['[[202106141956]]', '[[202106141700]]', '[[202106192052]]', '[[202106142019]]', '[[202106180549]]', '[[202106200659]]', '[[202106200652]]', '[[202106180709]]', '[[202106200702]]']",Sun Jun 20 07:52:42 2021,242
Not Reading Enough,['202207290818'],"['#medium', '#reading']","['[[202207290818]]', '[[202009151956]]']",Mon Mar 13 10:28:46 2023,248
Patience as a superpower,['202206210731'],"['#superpower', '#slow-time']","['[[202206210731]]', '[[202206220856]]', '[[202206210733]]', '[[201904100507]]']",Tue Jul 12 10:13:20 2022,121
"T-March 25, 2021",['202103251337'],"['#mule', '#Comment_11238', '#Comment_11237']","['[[202103251337]]', '[[202103260838]]', '[[202103260835]]', '[[202103260846]]', '[[202110141059]]']",Fri Mar 25 20:33:40 2022,164
Thinking with Groups,['202203182001'],"['#mind-science', '#cognition', '#pedagogy']","['[[202203182001]]', '[[202203190815]]', '[[202203182001]]', '[[202201301612]]', '[[202203181644]]', '[[202001200812]]', '[[202009021739]]', '[[201902071133]]']",Wed Jul 13 08:51:03 2022,371
"T-April 23, 2021",[],['#mule'],"['[[202104240921]]', '[[202104230922]]', '[[201904241401]]', '[[202104240939]]']",Tue Sep 27 21:45:26 2022,114
Deep Thinking,['202207280840'],"['#mule', '#code-snippets', '#writing', '#code-snippets']","['[[202207280840]]', '[[202207290818]]']",Fri Jul 29 08:19:07 2022,706
"OV-ENGL473 April 8, 2021",['202104081603'],['#ENGL473'],"['[[202104081603]]', '[[202104100806]]']",Mon Nov 28 08:08:39 2022,349
Regard dharmas as dreams,['201901230603'],['#lojong'],"['[[201901230603]]', '[[201901200707]]']",Tue Nov 01 09:09:21 2022,99
Priming Preliminary Problem Solving Work,['202106261520'],"['#science', '#mind-science', '#unconscious-processing']","['[[202106261520]]', '[[202106301816]]', '[[202106241737]]', '[[202104240939]]', '[[202107070829]]']",Sun Jun 26 09:14:03 2022,160
Read in Clusters,['202302080608'],"['#reading-strategies', '#AI', '#)']","['[[202302080608]]', '[[202208081721]]', '[[202109200657]]', '[[202109200659]]', '[[202112091728]]']",Wed Feb 08 08:52:07 2023,355
Impact Of Larger And Smaller Amounts Of Information Visible,['202105221501'],"['#note-taking', '#latest)']","['[[202105221501]]', '[[202105221616]]', '[[202105221643]]', '[[202011271445]]', '[[201903041056]]', '[[202008160845]]', '[[202008241117]]']",Wed Jul 13 08:51:03 2022,395
Intellectual Master agenda,['201901211127'],"['#writing', '#zettelkasting', '#craftsmanship']","['[[201901211127]]', '[[201901151724]]', '[[201901211555]]', '[[201901151751]]', '[[202009061358]]']",Fri Oct 01 05:47:38 2021,101
S-Skill development with routine practice,['202302181643'],"['#sub-hub', '#deliberate-practice', '#skill']","['[[202302181643]]', '[[202105102006]]', '[[202106271357]]', '[[202106301810]]', '[[202005030743]]', '[[202207030716]]', '[[202210101723]]', '[[202210271458]]', '[[202106290532]]', '[[202303110905]]', '[[202303121204]]', '[[202108010820]]', '[[202005030824]]', '[[202303110905]]', '[[202112181458]]', '[[202105240543]]', '[[201903041018]]', '[[202302040618]]', '[[201910151039]]', '[[202302180755]]', '[[202111242002]]', '[[202112270819]]']",Mon Mar 13 08:43:04 2023,352
Merely presenting,['201904190806'],[],"['[[201904190806]]', '[[202009071940]]']",Mon Sep 07 19:46:32 2020,61
Consciousness is Buddha,['201905061157'],['#zen'],"['[[202104070754]]', '[[201904271120]]', '[[201905061157]]', '[[201902251014]]', '[[201902171938]]', '[[201901040617]]', '[[201904041355]]']",Thu Dec 29 07:06:42 2022,132
Deep Think Retreat,['202210161112'],['#mule'],"['[[202210161112]]', '[[202009071351]]', '[[202102060637]]']",Fri Feb 03 08:35:32 2023,521
Mitigating The Pace Of Life,['202107230746'],"['#life-of-mind', '#reading-strategies', '#woodworking', '#writing']","['[[202107230746]]', '[[202107230801]]', '[[202107181309]]', '[[202209241053]]', '[[202108011052]]', '[[202108011053]]', '[[202107230758]]', '[[202107260704]]', '[[201901221132]]', '[[202103081641]]', '[[201902151010]]', '[[202108010820]]']",Sun Jan 22 07:35:11 2023,200
A-Ambient Literature and the Aesthetics of Calm,['202204240715'],"['#calm', '#ambience', '#mood-regulation']","['[[202204240715]]', '[[201912311809]]', '[[202303131644]]', '[[202204292052]]', '[[202204010746]]', '[[202204261402]]', '[[202008061944]]', '[[202204240715]]', '[[202012262047]]']",Tue Mar 14 08:40:00 2023,719
B-The Black Swan,['202006032035'],"['#mental-models', '#book']","['[[202006032035]]', '[[202212201759]]', '[[201905040535]]', '[[201910281639]]', '[[201905140815]]', '[[201901152002]]', '[[202212282102]]', '[[201903150533]]', '[[202001031639]]', '[[202212181651]]', '[[201901010817]]', '[[201901051634]]']",Thu Dec 29 21:10:50 2022,282
» Breaking Identification With Thought,['202011251118'],['#dzogchen'],"['[[202011251118]]', '[[202011271402]]', '[[202008100702]]', '[[202010292043]]']",Wed Jul 13 08:51:03 2022,170
E-Critical Essay Notes,['202209212058'],['#ENGL463'],"['[[202209212058]]', '[[202210212034]]', '[[202209221109]]', '[[202209111006]]', '[[202104100811]]', '[[202210072107]]', '[[202208211944]]']",Mon Feb 20 13:58:36 2023,1202
f Strings,['202202230855'],"['#coding', '#python', '#f_string']","['[[202202230855]]', '[[202208010903]]', '[[202204081738]]']",Fri Oct 28 09:33:11 2022,122
Potential Salvation,['202001082043'],[],"['[[202001082043]]', '[[202001090813]]', '[[202001082035]]']",Sun May 03 15:30:34 2020,83
Schema as Mental Model of Thinking,['201910211711'],"['#mental-models,', '#thinking-skills']","['[[201910211711]]', '[[201812221638]]', '[[201910211743]]', '[[201910211727]]', '[[202003121747]]']",Thu Mar 10 15:56:06 2022,100
Environmental Activism Podcast Transcript,['202011101509'],"['#ENGL316', '#environmental']","['[[202011101509]]', '[[202303181732]]', '[[202204111808]]', '[[202005210851]]', '[[201912121936]]', '[[202001181020]]', '[[202009122057]]']",Mon Mar 20 12:01:03 2023,591
Writing The Essay,['202001212107'],"['#ENGL393', '#writing']","['[[202001212055]]', '[[202001230738]]', '[[202001212107]]']",Sun May 03 15:30:26 2020,57
Violations Of Economy Principles,['202106271400'],"['#zettelkasting', '#note-taking', '#mind-science', '#Comment_12295']","['[[202106271400]]', '[[201901282030]]', '[[202102100614]]', '[[202106271357]]']",Fri Oct 01 05:47:38 2021,107
Round() function accepts negative decimals,['202211272022'],"['#python', '#code-snippet']","['[[202211272022]]', '[[202110102104]]']",Mon Nov 28 08:48:13 2022,127
BO-Proficiency comes when practicing even when distracted,['201903210523'],['#slogans'],"['[[201903170457]]', '[[201903080539]]', '[[201904170606]]', '[[201904100507]]', '[[201904160516]]', '[[201903210523]]']",Tue Jun 09 06:08:55 2020,406
How long is a piece of string?,['202105112033'],['#math'],"['[[202105112033]]', '[[202106080621]]']",Sat Jan 07 10:31:00 2023,66
"T-March 20, 2021",['202103200605'],['#mule'],"['[[202103200605]]', '[[202103210932]]']",Sun Mar 20 13:33:15 2022,130
Prepping to Read a Book and Checking its Tenor,['202203290856'],"['#reading-strategies', '#5:']","['[[202203290856]]', '[[202203301824]]', '[[202106261520]]', '[[202203171941]]', '[[202110180625]]', '[[202203181927]]', '[[202203181927]]', '[[202007050655]]', '[[202003231432]]', '[[202108062028]]', '[[202207221635]]']",Thu Mar 23 14:24:55 2023,617
Extract groups with Regex,['202302280832'],"['#python', '#regex']","['[[202302280832]]', '[[202110091918]]', '[[202108181100]]']",Tue Feb 28 18:14:21 2023,113
BO-Don't expect results,['201903270458'],['#slogans'],"['[[202011071727]]', '[[202207201958]]', '[[201903160423]]', '[[201904270500]]', '[[201904110510]]', '[[201903280559]]', '[[201903270458]]', '[[202011071727]]']",Thu Jul 21 20:05:17 2022,731
Mentally Programed,['202001141911'],['#mental-models'],"['[[201901250920]]', '[[202001141911]]']",Thu Dec 01 08:31:02 2022,91
"C-ENGL463 December 8, 2022",['202212061048'],"['#class-notes', '#ENGL463', '#literary-criticism']","['[[202212061048]]', '[[202208220748]]', '[[202208182104]]', '[[202206251726]]', '[[202211171832]]']",Tue Dec 13 15:22:15 2022,411
Questions,['202101061151'],['#zettelkasting'],"['[[202101061151]]', '[[202101080816]]', '[[202001031813]]', '[[202101012100]]', '[[201901211204]]', '[[202007020728]]']",Fri Oct 01 05:47:39 2021,169
A-Quit As Many Books As You Finish,['202008111342'],"['#reading-strategies', '#habit', '#article']","['[[202008111342]]', '[[201901282030]]', '[[202010200553]]', '[[202109200657]]', '[[202008120827]]']",Tue Sep 21 20:08:55 2021,377
"C-ENGL463 October 4, 2022",['202209291106'],"['#class-notes', '#ENGL463', '#beautiful-language', '#beautiful-language']","['[[202209291106]]', '[[202207302024]]', '[[202208180950]]', '[[201811231013]]', '[[202207302024]]', '[[202208220748]]']",Fri Nov 25 16:09:21 2022,1172
"C-ENGL463 October 25, 2022",['202210241722'],"['#class-notes', '#ENGL463']","['[[202210241722]]', '[[202208220748]]', '[[202208182104]]', '[[202206251726]]', '[[202210061946]]', '[[202210241732]]', '[[202210241734]]', '[[202210241741]]', '[[202208220748]]']",Tue Oct 25 21:22:31 2022,94
Illusion of Validity,['202003040704'],"['#mind-science', '#mental-models']","['[[202106120843]]', '[[202003040704]]']",Sat Jun 12 20:20:18 2021,31
Anaphoric,['201905250840'],"['#definition', '#literary-device']","['[[201905250840]]', '[[201904141619]]']",Tue Apr 12 07:55:24 2022,66
Butterfly dreaming,['201912181154'],['#haiku'],"['[[202302120759]]', '[[202001050832]]', '[[201912181154]]']",Sun Feb 12 08:01:46 2023,91
A manner of living,['201912171125'],['#haiku'],"['[[202005131516]]', '[[202105201745]]', '[[201912171125]]']",Fri Dec 17 08:01:29 2021,69
Bartho Lane,['202004010848'],['#sauntering-essay'],"['[[202011101517]]', '[[202004010848]]', '[[202006252017]]', '[[202009151956]]']",Sat Feb 04 08:13:46 2023,461
Characters Actions Express Themselves,['202009071933'],"['#writing', '#skill']","['[[202009071933]]', '[[202009071700]]', '[[202009061802]]', '[[202008061944]]', '[[202009071949]]', '[[202009071940]]', '[[202009071926]]', '[[202009071919]]', '[[202012122047]]']",Wed Jul 13 08:51:03 2022,141
The Great Temptation,['202109220814'],['#mental-models'],"['[[202109220814]]', '[[202109220828]]', '[[202103122047]]', '[[202109220812]]']",Mon Sep 27 15:44:18 2021,77
Coming To Understand Complex Text,['202112221711'],['#reading-strategies'],"['[[202112221711]]', '[[202106292003]]', '[[202012230627]]', '[[202112091728]]', '[[202208070815]]']",Thu Jan 19 11:44:15 2023,169
Freeze Out Saddle,['202002211642'],"['#wild-at-heart', '#writing', '#ENGL393']","['[[202002211642]]', '[[202002211625]]', '[[202002151537]]']",Sat Feb 27 05:30:16 2021,304
Template Note Example,[],[],['[[202008301401]]'],Sun Aug 30 14:04:17 2020,22
Ecodharma - Exploiting Worldview,['202007201757'],[],"['[[202007201757]]', '[[201908121002]]', '[[202009122057]]', '[[202007201751]]', '[[202007050647]]', '[[202008190538]]']",Thu Jan 26 09:47:19 2023,261
Python GUI,['202204201636'],"['#coding', '#python']","['[[202204201636]]', '[[202110091918]]']",Sat Feb 18 08:08:24 2023,122
» Living A Meaningful Life,"['202012102030', '202012110951', '202102190650']","['#dzogchen', '#mindfulness']","['[[202012102030]]', '[[202011202109]]', '[[201912251036]]', '[[202007051541]]', '[[202012110949]]', '[[202012110951]]', '[[202105040806]]', '[[202102190650]]', '[[201901031022]]', '[[202105201742]]', '[[202106301814]]']",Wed Jul 13 08:51:03 2022,227
Manipulate Ideas,['202003061937'],['#writing'],"['[[202003061937]]', '[[202003061032]]']",Sun Mar 06 08:15:25 2022,38
Marking Used During Reading,['202005191029'],"['#Comment_6175', '#Comment_13771']","['[[202210160719]]', '[[201902051904]]', '[[202005191029]]']",Tue Oct 18 20:58:32 2022,175
Live & time-shifted lecture note taking strategies,['202205250811'],"['#lecture', '#encoding-strategy', '#latest)']","['[[202205250811]]', '[[202205152009]]', '[[202202140804]]', '[[202005241715]]', '[[202005242035]]', '[[202005241715]]', '[[202005242030]]']",Wed Jun 15 08:05:29 2022,213
Equivocation Fallacy,['202207211147'],"['#thinking', '#mental-models']","['[[202207211147]]', '[[202104130844]]']",Thu Jul 21 21:02:50 2022,107
Is Food Natural Or Man-made?,['202105130840'],[],"['[[202105130840]]', '[[202105130822]]', '[[202302121724]]']",Fri Feb 17 19:53:34 2023,134
Types Of Included-Excluded Information In Zettel,['202105301418'],"['#note-taking', '#latest)']","['[[202105301418]]', '[[202008111359]]', '[[202105301501]]', '[[202105272008]]', '[[202105272008]]']",Wed Jul 13 08:51:03 2022,251
Thinking Rates Are Fixed,['202108062019'],['#thinking'],"['[[202108062019]]', '[[202103081641]]']",Tue Aug 10 06:17:18 2021,104
Not obstructed by phenomena,['201904201412'],['#zen'],"['[[202105130808]]', '[[201904201412]]', '[[201905061208]]']",Thu May 13 15:12:20 2021,78
The Rewards Of Writing,['202110301956'],['#writing'],"['[[202110301956]]', '[[202110141154]]', '[[201910211628]]', '[[202105272008]]', '[[202110021647]]', '[[202111031057]]', '[[202302040618]]']",Wed Feb 08 08:25:42 2023,261
Smart Writing is Revision,['202207250857'],"['#writing-tip', '#conversation-skills', '#humor']","['[[202207250857]]', '[[202012150915]]', '[[202105131646]]', '[[202106110921]]', '[[202107111234]]', '[[202301241042]]']",Sat Jan 28 09:41:09 2023,218
Talking Vs Writing,['202001271113'],['#writing'],"['[[202003101806]]', '[[202001271113]]', '[[202001161029]]']",Tue Nov 01 08:44:47 2022,69
Digital Garden Metaphor,['202102050746'],"['#digital-garden', '#metaphor']","['[[202102050746]]', '[[202204010746]]', '[[202005020537]]', '[[202009100604]]', '[[202009100558]]', '[[202009042049]]', '[[202006071522]]', '[[202102052228]]', '[[202103022007]]', '[[202104101054]]', '[[202104020841]]', '[[202106040557]]']",Thu Jan 19 11:48:44 2023,346
What Is A Zettelkasten Use For,['202006230740'],"['#zettelkasting', '#writing']","['[[202006230740]]', '[[202004202101]]', '[[202105180855]]', '[[202006230740]]']",Fri Oct 01 05:47:39 2021,85
Thousand Separator,['202208010842'],"['#code-snippet', '#python']","['[[202208010842]]', '[[202204081738]]']",Wed Jan 25 06:18:39 2023,27
Knowledge - Intelligence,['201812250858'],['#definition'],"['[[201812250858]]', '[[201811281633]]', '[[201811111615]]', '[[201911110827]]', '[[202204272037]]']",Sun Nov 13 08:00:33 2022,76
BO-Don't speak of the faults of others,['201903240542'],['#slogans'],"['[[201903250613]]', '[[201903120542]]', '[[201903300509]]', '[[201903240542]]']",Mon Aug 24 17:59:33 2020,420
Orphan-Naked Ideas,[],[],[],Mon Mar 06 10:05:00 2023,597
BIBLO How to Take Smart Notes,['202003211355'],['#zettelkasting'],"['[[201811151032]]', '[[202002210525]]', '[[202003210933]]', '[[202003210933]]', '[[202009020540]]', '[[202003211355]]']",Mon Mar 21 09:55:37 2022,85
"C-ENGL463 September 22, 2022",['202209181803'],"['#class-notes', '#ENGL463', '#essay-beginning']","['[[202209181803]]', '[[202203181925]]', '[[202208220748]]']",Sun Sep 25 07:46:39 2022,508
Avoidance Is The Root Cause Of Failure,['202110110735'],['#thinking'],"['[[202110110735]]', '[[202103111235]]']",Tue Oct 12 15:43:17 2021,116
Course Description,['202101121907'],['#ENGL473'],"['[[202101121907]]', '[[202101121942]]', '[[202101110703]]']",Wed Jul 13 08:51:03 2022,903
Having a vision,['201903120632'],"['#thinking-skills,', '#sauntering']","['[[202207161553]]', '[[202003312041]]', '[[201903120632]]', '[[201902091432]]', '[[201812311655]]', '[[201901282030]]', '[[201904040944]]', '[[202107070941]]']",Fri Jan 27 08:52:19 2023,238
B-Effective Notetaking,['202203171941'],"['#book', '#notemaking']","['[[202203171941]]', '[[202111260902]]', '[[202205112038]]', '[[202205061616]]', '[[202205122022]]', '[[202205141503]]', '[[202204272037]]', '[[202205072052]]', '[[202204272058]]', '[[202204301722]]', '[[202205152009]]', '[[202205101937]]', '[[202205191735]]', '[[202204292117]]', '[[202205170920]]', '[[202205092052]]', '[[202204251523]]', '[[202111260902]]', '[[201812271440]]', '[[202101080816]]', '[[202008111359]]', '[[202005040813]]', '[[202101091523]]', '[[202003231432]]', '[[201901211137]]', '[[202008291653]]', '[[202006280835]]']",Fri Feb 03 09:09:29 2023,542
B-From Heaven Lake,['202211061027'],"['#book', '#ENGL463']","['[[202211061027]]', '[[202211062019]]', '[[202211062026]]']",Sun Nov 27 21:09:44 2022,533
Writing and Reading Creative Essay Strategy,['202209290831'],"['#writing-tip', '#ENGL463']","['[[202209290831]]', '[[202209212058]]', '[[202101141638]]', '[[202210041959]]', '[[202204010746]]']",Tue Jan 24 19:01:06 2023,340
Exhibition Is Boring,['202002100758'],"['#ENGL393', '#writing']","['[[202002100758]]', '[[202001230805]]']",Sun May 03 15:30:32 2020,89
